Unnamed: 0,Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,Customer Reviews
840,Panasonic P9,Panasonic,P9,2210,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6604,"Excellent performance, worth the price."
841,Oppo A71,Oppo,A71,3000,5.2,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8490,"Great battery life, perfect for gaming."
842,iVoomi Me 3s,iVoomi,Me 3s,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4950,"Amazing camera quality, a bit expensive."
843,iVoomi Me 3,iVoomi,Me 3,3000,5.2,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,3790,"Good value for money, smooth performance."
844,Alcatel A7,Alcatel,A7,4000,5.5,Yes,1080,1920,8,3000,32.0,16.0,8.0,Android,Yes,Yes,Yes,1,No,Yes,8999,"Battery could be better, decent overall."
845,Cat S31,Cat,S31,4000,4.7,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,No,No,27990,Highly recommend for photography lovers.
846,Cat S41,Cat,S41,5000,5.0,Yes,1080,1920,8,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,44990,"Affordable and reliable, good screen quality."
847,Sony Xperia XA1 Plus,Sony,Xperia XA1 Plus,3430,5.5,Yes,1080,1920,8,3000,32.0,23.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,15990,"Sleek design, average battery life."
848,Intex Aqua Note 5.5,Intex,Aqua Note 5.5,2800,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4390,"Perfect for everyday use, budget-friendly."
849,Jivi Grand 3000,Jivi,Grand 3000,3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,6449,"Premium quality, outstanding features."
850,Jivi Prime 390,Jivi,Prime 390,2400,5.0,Yes,480,854,4,1000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,5199,"Excellent performance, worth the price."
851,Jivi Prime 300,Jivi,Prime 300,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,3599,"Great battery life, perfect for gaming."
852,Jivi Energy E12,Jivi,Energy E12,2300,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,2499,"Amazing camera quality, a bit expensive."
853,Jivi Energy E3,Jivi,Energy E3,1800,4.0,Yes,480,800,4,512,4.0,5.0,2.0,Android,Yes,Yes,No,1,Yes,Yes,2599,"Good value for money, smooth performance."
854,Intex Aqua Style III,Intex,Aqua Style III,2500,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,1,No,No,4999,"Battery could be better, decent overall."
855,Vivo Y69,Vivo,Y69,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,9500,Highly recommend for photography lovers.
856,iVoomi Me 2,iVoomi,Me 2,2000,4.5,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,2900,"Affordable and reliable, good screen quality."
857,Swipe Neo Power,Swipe,Neo Power,2500,4.0,Yes,480,854,4,512,4.0,5.0,2.0,Android,Yes,No,Yes,2,Yes,Yes,2499,"Sleek design, average battery life."
858,Meizu M6 Note,Meizu,M6 Note,4000,5.5,Yes,1080,1920,8,3000,16.0,12.0,16.0,Android,Yes,No,Yes,2,Yes,Yes,14000,"Perfect for everyday use, budget-friendly."
859,Nuu Mobile Q500,Nuu Mobile,Q500,2000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7499,"Premium quality, outstanding features."
860,Nuu Mobile Q626,Nuu Mobile,Q626,2000,5.0,Yes,720,1280,4,2000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,"Excellent performance, worth the price."
861,Alcatel U5 HD,Alcatel,U5 HD,2200,5.0,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,No,6499,"Great battery life, perfect for gaming."
862,M-tech TEZ4G,M-tech,TEZ4G,2400,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3950,"Amazing camera quality, a bit expensive."
863,Gionee X1,Gionee,X1,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4978,"Good value for money, smooth performance."
864,Comio C1,Comio,C1,2700,5.0,Yes,720,1280,4,1000,32.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,4995,"Battery could be better, decent overall."
865,Comio S1,Comio,S1,2700,5.2,Yes,720,1280,4,2000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,5499,Highly recommend for photography lovers.
866,Comio P1,Comio,P1,5000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,8666,"Affordable and reliable, good screen quality."
867,Micromax Evok Dual Note,Micromax,Evok Dual Note,3000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,4499,"Sleek design, average battery life."
868,Asus ZenFone 4,Asus,ZenFone 4,3300,5.5,Yes,1080,1920,1,4000,64.0,12.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6499,"Perfect for everyday use, budget-friendly."
869,Swipe Elite 4G,Swipe,Elite 4G,2500,5.0,Yes,480,854,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3499,"Premium quality, outstanding features."
870,Panasonic Eluga I2 Activ,Panasonic,Eluga I2 Activ,2200,5.0,Yes,720,1280,4,1000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4990,"Excellent performance, worth the price."
871,Asus ZenFone 4 Selfie DC (ZD553KL),Asus,ZenFone 4 Selfie DC (ZD553KL),3000,5.5,Yes,720,1280,8,4000,64.0,16.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,6998,"Great battery life, perfect for gaming."
872,Itel PowerPro P41,Itel,PowerPro P41,5000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,3880,"Amazing camera quality, a bit expensive."
873,Panasonic Eluga A3,Panasonic,Eluga A3,4000,5.2,Yes,720,1280,8,3000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,5935,"Good value for money, smooth performance."
874,Gionee A1 Lite,Gionee,A1 Lite,4000,5.3,Yes,720,1280,8,3000,32.0,13.0,20.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Battery could be better, decent overall."
875,Karbonn A41 Power,Karbonn,A41 Power,2300,4.0,Yes,480,800,4,1000,8.0,2.0,0.3,Android,Yes,Yes,No,2,No,No,2754,Highly recommend for photography lovers.
876,Swipe Konnect Power,Swipe,Konnect Power,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3599,"Affordable and reliable, good screen quality."
877,Kult Beyond,Kult,Beyond,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,"Sleek design, average battery life."
878,Coolpad Note 5 Lite C,Coolpad,Note 5 Lite C,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,4610,"Perfect for everyday use, budget-friendly."
879,Karbonn Aura Note Play,Karbonn,Aura Note Play,3300,6.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5899,"Premium quality, outstanding features."
880,Infinix Hot 4 Pro,Infinix,Hot 4 Pro,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,7499,"Excellent performance, worth the price."
881,Infinix Note 4,Infinix,Note 4,4300,5.7,Yes,1080,1920,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,No,Yes,8999,"Great battery life, perfect for gaming."
882,Micromax Selfie 2,Micromax,Selfie 2,3000,5.2,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,No,2,No,Yes,4895,"Amazing camera quality, a bit expensive."
883,Meizu Pro 7,Meizu,Pro 7,3000,5.2,Yes,1080,1920,8,4000,64.0,12.0,16.0,Android,Yes,No,Yes,2,No,No,28000,"Good value for money, smooth performance."
884,Yu Yunique 2,Yu,nique 2,2500,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,"Battery could be better, decent overall."
885,Lyf C459,Lyf,C459,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,3590,Highly recommend for photography lovers.
886,Samsung Galaxy J7 Nxt,Samsung,Galaxy J7 Nxt,3000,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,10990,"Affordable and reliable, good screen quality."
887,Intex Aqua Lions 3,Intex,Aqua Lions 3,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,1,No,No,5440,"Sleek design, average battery life."
888,iVoomi Me5,iVoomi,Me5,3000,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3290,"Perfect for everyday use, budget-friendly."
889,iVoomi Me4,iVoomi,Me4,2000,4.5,Yes,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3450,"Premium quality, outstanding features."
890,Intex Aqua Zenith,Intex,Aqua Zenith,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4099,"Excellent performance, worth the price."
891,Micromax Canvas 1,Micromax,Canvas 1,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3690,"Great battery life, perfect for gaming."
892,Intex Aqua Selfie,Intex,Aqua Selfie,3000,5.5,Yes,720,1280,1,2000,16.0,8.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,4879,"Amazing camera quality, a bit expensive."
893,Asus ZenFone 4 Selfie,Asus,ZenFone 4 Selfie,3000,5.5,Yes,1080,1920,4,4000,32.0,16.0,12.0,Android,Yes,Yes,Yes,1,Yes,Yes,6449,"Good value for money, smooth performance."
894,Xolo Era 1X Pro,Xolo,Era 1X Pro,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6888,"Battery could be better, decent overall."
895,LG Q6+,LG,Q6+,3000,5.5,Yes,1080,2160,8,4000,64.0,13.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,9999,Highly recommend for photography lovers.
896,Intex Aqua S3,Intex,Aqua S3,2450,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3980,"Affordable and reliable, good screen quality."
897,Nubia M2 Play,Nubia,M2 Play,3000,5.5,Yes,720,1280,8,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8999,"Sleek design, average battery life."
898,Samsung Galaxy J7 Max,Samsung,Galaxy J7 Max,3300,5.7,Yes,1080,1920,8,4000,32.0,13.0,13.0,Android,Yes,Yes,Yes,2,Yes,Yes,11046,"Perfect for everyday use, budget-friendly."
899,Samsung Galaxy J7 Pro,Samsung,Galaxy J7 Pro,3600,5.5,Yes,1080,1920,8,3000,64.0,13.0,13.0,Android,Yes,Yes,Yes,2,No,Yes,16900,"Premium quality, outstanding features."
900,Lyf Water 7S,Lyf,Water 7S,2800,5.5,Yes,1080,1920,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4990,"Excellent performance, worth the price."
901,Panasonic Eluga I3 Mega,Panasonic,Eluga I3 Mega,4000,5.5,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5831,"Great battery life, perfect for gaming."
902,Ziox Astra VIVA 4G,Ziox,Astra VIVA 4G,2500,5.0,No,480,854,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,1,Yes,Yes,3499,"Amazing camera quality, a bit expensive."
903,Lava A77,Lava,A77,2000,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4900,"Good value for money, smooth performance."
904,Karbonn Aura Power 4G Plus,Karbonn,Aura Power 4G Plus,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3399,"Battery could be better, decent overall."
905,Itel Wish A21,Itel,Wish A21,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3860,Highly recommend for photography lovers.
906,Itel Wish A41+,Itel,Wish A41+,2400,5.0,Yes,480,854,4,2000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6506,"Affordable and reliable, good screen quality."
907,Motorola Moto C Plus,Motorola,Moto C Plus,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,6190,"Sleek design, average battery life."
908,Samsung Z4,Samsung,Z4,1050,4.5,Yes,480,800,4,1000,8.0,5.0,5.0,Tizen,Yes,Yes,Yes,2,Yes,Yes,4790,"Perfect for everyday use, budget-friendly."
909,Panasonic P85,Panasonic,P85,4000,5.0,Yes,720,1280,4,2000,16.0,8.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,6499,"Premium quality, outstanding features."
910,Panasonic Eluga Ray,Panasonic,Eluga Ray,4000,5.0,Yes,720,1280,4,3000,16.0,13.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,7999,"Excellent performance, worth the price."
911,Karbonn Aura 4G,Karbonn,Aura 4G,2150,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6326,"Great battery life, perfect for gaming."
912,Intex Aqua Crystal Plus,Intex,Aqua Crystal Plus,2100,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,7490,"Amazing camera quality, a bit expensive."
913,Asus ZenFone Go 5.5 (ZB552KL),Asus,ZenFone Go 5.5 (ZB552KL),3000,5.5,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6110,"Good value for money, smooth performance."
914,Ziox Astra Colors 4G,Ziox,Astra Colors 4G,4000,5.0,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,No,2,Yes,Yes,4399,"Battery could be better, decent overall."
915,Zen Admire Joy,Zen,Admire Joy,2000,5.0,No,480,854,4,768,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999,Highly recommend for photography lovers.
916,Intex Aqua A4,Intex,Aqua A4,1750,4.0,Yes,480,800,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,4625,"Affordable and reliable, good screen quality."
917,Zopo Color M5,Zopo,Color M5,2100,5.0,Yes,480,854,4,1000,16.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3389,"Sleek design, average battery life."
918,Videocon Krypton 22,Videocon,Krypton 22,2450,5.0,Yes,480,854,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,2999,"Perfect for everyday use, budget-friendly."
919,Zen Admire Metal,Zen,Admire Metal,2500,5.0,Yes,720,1280,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5599,"Premium quality, outstanding features."
920,Motorola Moto E4 Plus,Motorola,Moto E4 Plus,5000,5.5,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,9999,"Excellent performance, worth the price."
921,Ziox Astra Force 4G,Ziox,Astra Force 4G,3000,5.0,Yes,480,854,4,1000,16.0,5.0,5.0,Android,Yes,Yes,Yes,2,No,Yes,3499,"Great battery life, perfect for gaming."
922,Zopo Color M4,Zopo,Color M4,1450,4.0,No,480,800,4,1000,16.0,0.0,0.0,Android,Yes,Yes,Yes,2,No,No,4888,"Amazing camera quality, a bit expensive."
923,Honor Bee 2,Honor,Bee 2,2100,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,5499,"Good value for money, smooth performance."
924,Tecno i5 Pro,Tecno,i5 Pro,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6789,"Battery could be better, decent overall."
925,Tecno i3 Pro,Tecno,i3 Pro,3050,5.0,Yes,720,1280,4,3000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,9993,Highly recommend for photography lovers.
926,Tecno i5,Tecno,i5,4000,5.5,Yes,720,1280,4,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6629,"Affordable and reliable, good screen quality."
927,Tecno i3,Tecno,i3,3050,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,7142,"Sleek design, average battery life."
928,Videocon Delite 11+,Videocon,Delite 11+,3000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,5599,"Perfect for everyday use, budget-friendly."
929,Motorola Moto C,Motorola,Moto C,2350,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,No,5499,"Premium quality, outstanding features."
930,Motorola Moto E4,Motorola,Moto E4,2800,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,8499,"Excellent performance, worth the price."
931,Micromax Evok Note,Micromax,Evok Note,4000,5.5,Yes,1080,1920,8,3000,32.0,13.0,5.0,Android,Yes,Yes,No,1,Yes,Yes,4960,"Great battery life, perfect for gaming."
932,Zopo Color X 5.5,Zopo,Color X 5.5,2500,5.5,Yes,720,1280,4,3000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,No,No,3980,"Amazing camera quality, a bit expensive."
933,Lephone W7,Lephone,W7,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,4105,"Good value for money, smooth performance."
934,Ziox QUIQ Flash 4G,Ziox,QUIQ Flash 4G,2450,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3699,"Battery could be better, decent overall."
935,Intex ELYT-e1,Intex,ELYT-e1,2200,5.0,Yes,720,1280,4,2000,16.0,8.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,6100,Highly recommend for photography lovers.
936,Sansui Horizon 1,Sansui,Horizon 1,2000,4.5,Yes,480,854,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,3900,"Affordable and reliable, good screen quality."
937,Micromax Bharat 2,Micromax,Bharat 2,1300,4.0,Yes,480,800,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,No,Yes,2359,"Sleek design, average battery life."
938,Swipe Konnect Neo 4G,Swipe,Konnect Neo 4G,2000,4.0,Yes,480,800,4,512,4.0,5.0,1.3,Android,Yes,Yes,Yes,2,Yes,Yes,1999,"Perfect for everyday use, budget-friendly."
939,Itel Wish A41,Itel,Wish A41,2400,5.0,No,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4880,"Premium quality, outstanding features."
940,Panasonic Eluga Ray X,Panasonic,Eluga Ray X,4000,5.5,Yes,720,1280,4,3000,32.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5930,"Excellent performance, worth the price."
941,Panasonic Eluga Ray Max,Panasonic,Eluga Ray Max,3000,5.2,Yes,1080,1920,8,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,11499,"Great battery life, perfect for gaming."
942,Intex Aqua 4G Mini,Intex,Aqua 4G Mini,1450,4.0,Yes,480,800,4,512,4.0,5.0,1.3,Android,Yes,Yes,No,2,No,Yes,3935,"Amazing camera quality, a bit expensive."
943,Micromax Spark Vdeo,Micromax,Spark Vdeo,1800,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,4999,"Good value for money, smooth performance."
944,Zen Admire Swadesh,Zen,Admire Swadesh,2000,5.0,Yes,720,1280,4,1000,8.0,5.0,2.0,Android,Yes,Yes,No,2,Yes,Yes,4790,"Battery could be better, decent overall."
945,Nubia N2,Nubia,N2,5000,5.5,Yes,1080,1920,8,4000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,9049,Highly recommend for photography lovers.
946,Nubia M2 Lite,Nubia,M2 Lite,3000,5.5,Yes,720,1280,8,3000,64.0,13.0,16.0,Android,Yes,Yes,Yes,2,Yes,Yes,7160,"Affordable and reliable, good screen quality."
947,Karbonn Aura Sleek 4G,Karbonn,Aura Sleek 4G,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,5668,"Sleek design, average battery life."
948,Intex Aqua Trend Lite,Intex,Aqua Trend Lite,2600,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,3999,"Perfect for everyday use, budget-friendly."
949,Lenovo Vibe B,Lenovo,Vibe B,2000,4.5,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,6450,"Premium quality, outstanding features."
950,LeEco Le Pro 3 Elite,LeEco,Le Pro 3 Elite,4070,5.5,Yes,1080,1920,4,4000,32.0,16.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,10990,"Excellent performance, worth the price."
951,iVoomi iV505,iVoomi,iV505,3000,5.0,Yes,1440,2560,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,3900,"Great battery life, perfect for gaming."
952,Swipe Elite Sense,Swipe,Elite Sense,2500,5.0,Yes,720,1280,4,3000,32.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,4400,"Amazing camera quality, a bit expensive."
953,Intex Aqua Strong 5.1+,Intex,Aqua Strong 5.1+,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,Yes,3690,"Good value for money, smooth performance."
954,Nubia N1 lite,Nubia,N1 lite,3000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5999,"Battery could be better, decent overall."
955,ZTE Blade V8 Mini,ZTE,Blade V8 Mini,2800,5.0,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,No,No,5200,Highly recommend for photography lovers.
956,Alcatel A5 LED,Alcatel,A5 LED,2800,5.2,Yes,720,1280,8,3000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,15026,"Affordable and reliable, good screen quality."
957,Sony Xperia XA1,Sony,Xperia XA1,2300,5.0,Yes,720,1280,8,3000,32.0,23.0,8.0,Android,Yes,Yes,No,2,No,Yes,7994,"Sleek design, average battery life."
958,Swipe Elite 3,Swipe,Elite 3,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5999,"Perfect for everyday use, budget-friendly."
959,Nokia 5,Nokia,5,3000,5.2,Yes,720,1280,8,2000,16.0,13.0,8.0,Android,Yes,Yes,Yes,2,Yes,Yes,8999,"Premium quality, outstanding features."
960,Swipe Konnect Star,Swipe,Konnect Star,1800,4.0,Yes,480,854,4,1000,16.0,5.0,1.3,Android,Yes,Yes,No,2,Yes,Yes,2690,"Excellent performance, worth the price."
961,Asus ZenFone Go 5.0 LTE (ZB500KL),Asus,ZenFone Go 5.0 LTE (ZB500KL),2600,5.0,Yes,720,1280,4,2000,16.0,13.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4999,"Great battery life, perfect for gaming."
962,Intex Aqua Lions 4G,Intex,Aqua Lions 4G,2000,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,Yes,Yes,4400,"Amazing camera quality, a bit expensive."
963,Intex Aqua 4.0,Intex,Aqua 4.0,1500,4.0,Yes,360,640,4,512,4.0,2.0,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,4095,"Good value for money, smooth performance."
964,Intex Aqua Amaze+,Intex,Aqua Amaze+,2000,4.7,Yes,720,1280,4,1000,8.0,5.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4050,"Battery could be better, decent overall."
965,Swipe Elite Power,Swipe,Elite Power,4000,5.5,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,4499,Highly recommend for photography lovers.
966,Lava X41+,Lava,X41+,2500,5.0,Yes,720,1280,4,2000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,5599,"Affordable and reliable, good screen quality."
967,Intex Cloud Style 4G,Intex,Cloud Style 4G,2500,5.0,Yes,720,1280,4,1000,8.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6199,"Sleek design, average battery life."
968,Micromax Vdeo 3,Micromax,Vdeo 3,2000,5.0,Yes,720,1280,1,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,1,No,No,4499,"Perfect for everyday use, budget-friendly."
969,Micromax Vdeo 4,Micromax,Vdeo 4,4000,5.0,Yes,720,1280,1,1000,8.0,8.0,2.0,Android,Yes,Yes,Yes,1,Yes,Yes,3999,"Premium quality, outstanding features."
970,Samsung Galaxy J2 Ace,Samsung,Galaxy J2 Ace,2600,5.0,Yes,540,960,1,1000,8.0,8.0,5.0,Android,Yes,No,No,2,No,No,5990,"Excellent performance, worth the price."
971,Swipe Konnect Grand,Swipe,Konnect Grand,2500,5.0,Yes,480,854,4,1000,8.0,5.0,2.0,Android,Yes,Yes,Yes,2,No,No,2999,"Great battery life, perfect for gaming."
972,Xolo Era 2X,Xolo,Era 2X,2500,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6099,"Amazing camera quality, a bit expensive."
973,Lyf Water 3,Lyf,Water 3,3000,5.5,Yes,720,1280,8,2000,16.0,13.0,5.0,Android,No,Yes,Yes,2,No,Yes,7000,"Good value for money, smooth performance."
974,Lyf F1S,Lyf,F1S,3000,5.2,Yes,1080,1920,8,3000,32.0,16.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,7599,"Battery could be better, decent overall."
975,Karbonn K9 Viraat 4G,Karbonn,K9 Viraat 4G,2800,5.5,Yes,720,1280,4,1000,8.0,5.0,3.2,Android,Yes,Yes,Yes,2,Yes,Yes,5900,Highly recommend for photography lovers.
976,Lyf Wind 7S,Lyf,Wind 7S,2250,5.0,Yes,720,1280,4,2000,16.0,8.0,5.0,Android,Yes,Yes,Yes,2,Yes,Yes,6099,"Affordable and reliable, good screen quality."
